# GENERATED (ONE-SHOT): python3 scripts/archive/ghidra_recover_structs/recover_structs.py (ONE-SHOT, not a pipeline stage)
# ANALYSIS OUTPUT, NOT RETAIL EVIDENCE - Ghidra decompiler inference.
# Standing: lead-generator only. Same grade as the Dreamcast dump - a
# recovered offset still needs retail-byte proof before it is a claim.
# exe: HEROES3.EXE sha256=057c9d88e7206f6669a4615de2c6e02ab6c4e2d570a9e2badf07fe0bd6247274 size=2732032
# contents: every method that fed (or failed to feed) a class union - the audit trail behind struct_layouts.csv; `src` is the naming corpus that attributed the address to the class
class,rva,name,src,outcome
searchArray,0x2ed30,?get_danger_value@searchArray@@QBEJUtype_point@@@Z,mangled,probed:1
searchArray,0xb1370,??0searchArray@@QAE@XZ,mangled,probed:25
searchArray,0xb13e0,??1searchArray@@QAE@XZ,mangled,probed:11
searchArray,0xb2da0,searchArray::SeedCombatPosition,dc-name-map,probed:5
searchArray,0xb3400,searchArray::FindCombatPath,dc-name-map,probed:5
searchArray,0xb3b90,searchArray::getCellData,hd-name-map,probed:1
searchArray,0xb3f20,?get_travel_time@searchArray@@QAEJPBVarmy@@J@Z,mangled,probed:1
searchArray,0x16a0d0,searchArray::BuildPath,dc-name-map,probed:2
searchArray,0x16b440,searchArray::?,hd-name-map,probed:14
slider,0x196020,slider::vslot0,vtable-slot,probed:0
slider,0x1960d0,slider::?,hd-name-map,probed:20
slider,0x196180,slider::~slider,dc-name-map,probed:6
slider,0x1961e0,slider::vslot14,vtable-slot,probed:6
slider,0x1964e0,slider::vslot2,vtable-slot,probed:17
slider,0x196c40,slider::vslot4,vtable-slot,probed:13
slider,0x1970b0,slider::vslot15,vtable-slot,probed:3
slider,0x1970f0,slider::vslot13,vtable-slot,probed:5
slider,0x197120,slider::vslot10,vtable-slot,probed:1
slider,0x197130,slider::vslot11,vtable-slot,probed:1
slider,0x197140,slider::vslot9,vtable-slot,probed:3
soundManager,0xf9700,soundManager::vslot0,vtable-slot,probed:0
soundManager,0xf9780,soundManager::vslot9,vtable-slot,probed:1
soundManager,0x199760,??0soundManager@@QAE@XZ,mangled,probed:7
soundManager,0x199d90,soundManager::StopAllSamples,dc-name-map,probed:4
soundManager,0x199e80,?StopSample@soundManager@@QAEXPAVds_memsample@@@Z,mangled,probed:1
soundManager,0x199f40,soundManager::ModifySample,dc-name-map,probed:5
soundManager,0x19a0c0,soundManager::AdjustSoundVolumes,dc-name-map,probed:6
soundManager,0x19a1b0,soundManager::AdjustMusicVolumes,dc-name-map,probed:1
soundManager,0x19a1e0,soundManager::SwitchAmbientMusic,dc-name-map,probed:4
soundManager,0x19a210,soundManager::MemorySample,dc-name-map,probed:3
soundManager,0x19a3f0,?MusicPlaying@soundManager@@QAEHXZ,mangled,probed:1
soundManager,0x19a7d0,soundManager::service_sounds,hd-name-map,probed:0
soundManager,0x19ac00,soundManager::ResumeStream,dc-name-map,probed:0
soundManager,0x19acb0,soundManager::StartMP3,dc-name-map,probed:4
soundManager,0x19b010,soundManager::StopMP3,dc-name-map,probed:0
std::D::?$_Mpunct,0x215dfd,?_Init@?$_Mpunct@D@std@@IAEXABV_Locinfo@2@@Z,mangled,probed:8
std::D::?$collate,0x214222,?do_compare@?$collate@D@std@@MBEHPBD000@Z,mangled,decompile-failed
std::D::?$collate,0x214260,?do_transform@?$collate@D@std@@MBE?AV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@2@PBD0@Z,mangled,decompile-failed
std::D::?$collate,0x21432f,?do_hash@?$collate@D@std@@MBEJPBD0@Z,mangled,decompile-failed
std::D::?$ctype,0x20bc97,?_Init@?$ctype@D@std@@IAEXABV_Locinfo@2@@Z,mangled,probed:4
std::D::?$numpunct,0x20bfed,?_Init@?$numpunct@D@std@@IAEXABV_Locinfo@2@@Z,mangled,probed:5
std::D::DU?$char_traits::?$basic_string,0x215d50,?insert@?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@QAEAAV12@IID@Z,mangled,probed:2
std::G::?$_Mpunct,0x21243f,?_Init@?$_Mpunct@G@std@@IAEXABV_Locinfo@2@@Z,mangled,probed:8
std::G::?$collate,0x20f4cd,?do_compare@?$collate@G@std@@MBEHPBG000@Z,mangled,decompile-failed
std::G::?$collate,0x20f510,?do_transform@?$collate@G@std@@MBE?AV?$basic_string@GU?$char_traits@G@std@@V?$allocator@G@2@@2@PBG0@Z,mangled,decompile-failed
std::G::?$collate,0x20f5e7,?do_hash@?$collate@G@std@@MBEJPBG0@Z,mangled,decompile-failed
std::G::?$ctype,0x20e600,?do_is@?$ctype@G@std@@MBE_NFG@Z,mangled,probed:2
std::G::?$ctype,0x20e627,?do_is@?$ctype@G@std@@MBEPBGPBG0PAF@Z,mangled,probed:2
std::G::?$ctype,0x20e666,?do_scan_is@?$ctype@G@std@@MBEPBGFPBG0@Z,mangled,probed:1
std::G::?$ctype,0x20e692,?do_scan_not@?$ctype@G@std@@MBEPBGFPBG0@Z,mangled,probed:1
std::G::?$ctype,0x20e77a,?do_widen@?$ctype@G@std@@MBEGD@Z,mangled,decompile-failed
std::G::?$ctype,0x20e789,?do_widen@?$ctype@G@std@@MBEPBDPBD0PAG@Z,mangled,decompile-failed
std::G::?$ctype,0x20e7c3,?do_narrow@?$ctype@G@std@@MBEPBGPBG0DPAD@Z,mangled,decompile-failed
std::G::?$ctype,0x2133e7,??0?$ctype@G@std@@QAE@I@Z,mangled,decompile-failed
std::G::?$numpunct,0x210db7,?_Init@?$numpunct@G@std@@IAEXABV_Locinfo@2@@Z,mangled,probed:5
std::G::GU?$char_traits::?$basic_string,0x211cc0,?append@?$basic_string@GU?$char_traits@G@std@@V?$allocator@G@2@@std@@QAEAAV12@IG@Z,mangled,probed:3
std::G::GU?$char_traits::?$basic_string,0x21204a,?assign@?$basic_string@GU?$char_traits@G@std@@V?$allocator@G@2@@std@@QAEAAV12@ABV12@II@Z,mangled,probed:3
std::G::GU?$char_traits::?$basic_string,0x212128,?assign@?$basic_string@GU?$char_traits@G@std@@V?$allocator@G@2@@std@@QAEAAV12@PBGI@Z,mangled,probed:3
std::G::GU?$char_traits::?$basic_string,0x21216a,?assign@?$basic_string@GU?$char_traits@G@std@@V?$allocator@G@2@@std@@QAEAAV12@IG@Z,mangled,probed:3
std::G::GU?$char_traits::?$basic_string,0x2121c2,?insert@?$basic_string@GU?$char_traits@G@std@@V?$allocator@G@2@@std@@QAEAAV12@IIG@Z,mangled,probed:3
std::G::GU?$char_traits::?$basic_string,0x21229c,?erase@?$basic_string@GU?$char_traits@G@std@@V?$allocator@G@2@@std@@QAEAAV12@II@Z,mangled,probed:3
std::G::GU?$char_traits::?$basic_string,0x212334,?_Grow@?$basic_string@GU?$char_traits@G@std@@V?$allocator@G@2@@std@@AAE_NI_N@Z,mangled,probed:3
std::G::GU?$char_traits::?$basic_string,0x2123bd,?_Tidy@?$basic_string@GU?$char_traits@G@std@@V?$allocator@G@2@@std@@AAEX_N@Z,mangled,probed:3
std::G::GU?$char_traits::?$basic_string,0x21252a,?append@?$basic_string@GU?$char_traits@G@std@@V?$allocator@G@2@@std@@QAEAAV12@ABV12@II@Z,mangled,probed:3
std::G::GU?$char_traits::?$basic_string,0x2125bc,?_Copy@?$basic_string@GU?$char_traits@G@std@@V?$allocator@G@2@@std@@AAEXI@Z,mangled,decompile-failed
std::GDH::?$codecvt,0x20e436,?do_in@?$codecvt@GDH@std@@MBEHAAHPBD1AAPBDPAG3AAPAG@Z,mangled,probed:0
std::GDH::?$codecvt,0x20e4b8,?do_out@?$codecvt@GDH@std@@MBEHAAHPBG1AAPBGPAD3AAPAD@Z,mangled,probed:0
std::GDH::?$codecvt,0x20e58b,?do_length@?$codecvt@GDH@std@@MBEHAAHPBG1I@Z,mangled,probed:0
std::_Locinfo,0x20b96a,?_Getname@_Locinfo@std@@QBE?AV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@2@XZ,mangled,probed:1
std::_Locinfo,0x20bebf,??0_Locinfo@std@@QAE@PBD@Z,mangled,decompile-failed
std::_Locinfo,0x20bf78,??1_Locinfo@std@@QAE@XZ,mangled,decompile-failed
std::_Locinfo,0x20ffd0,?_Gettnames@_Locinfo@std@@QBE?AV_Timevec@2@XZ,mangled,decompile-failed
std::_Locinfo,0x211dc2,?_Getdays@_Locinfo@std@@QBEPBDXZ,mangled,probed:2
std::_Locinfo,0x211e08,?_Getmonths@_Locinfo@std@@QBEPBDXZ,mangled,probed:2
std::_Lockit,0x20b598,??0_Lockit@std@@QAE@XZ,mangled,probed:0
std::_Winit,0x20d114,??0_Winit@std@@QAE@XZ,mangled,decompile-failed
std::ios_base,0x20acc0,?clear@ios_base@std@@QAEXH_N@Z,mangled,decompile-failed
std::ios_base,0x20adea,??1ios_base@std@@UAE@XZ,mangled,decompile-failed
std::ios_base,0x20ae3a,?_Callfns@ios_base@std@@AAEXW4event@12@@Z,mangled,probed:1
std::ios_base,0x20ae5c,?_Addstd@ios_base@std@@IAEXXZ,mangled,probed:1
std::ios_base,0x20aeaa,?_Init@ios_base@std@@IAEXXZ,mangled,probed:6
std::ios_base,0x20aee2,?_Tidy@ios_base@std@@AAEXXZ,mangled,probed:2
std::ios_base::Init,0x20cb8f,??0Init@ios_base@std@@QAE@XZ,mangled,decompile-failed
std::istrstream,0x20af24,??1istrstream@std@@UAE@XZ,mangled,decompile-failed
std::locale,0x20b66a,?_Getfacet@locale@std@@QBEPBVfacet@12@I_N@Z,mangled,probed:1
std::locale,0x20b6c0,?_Iscloc@locale@std@@QBE_NXZ,mangled,probed:1
std::locale,0x20b9a0,?_Addfac@locale@std@@QAEAAV12@PAVfacet@12@II@Z,mangled,decompile-failed
std::locale::_Locimp,0x20b80f,??0_Locimp@locale@std@@AAE@_N@Z,mangled,decompile-failed
std::locale::_Locimp,0x20b89d,??1_Locimp@locale@std@@UAE@XZ,mangled,decompile-failed
std::locale::_Locimp,0x20bcec,??0_Locimp@locale@std@@AAE@ABV012@@Z,mangled,decompile-failed
std::locale::_Locimp,0x20be0c,?_Addfac@_Locimp@locale@std@@AAEXPAVfacet@23@I@Z,mangled,decompile-failed
std::ostrstream,0x20af6a,??1ostrstream@std@@UAE@XZ,mangled,decompile-failed
std::strstreambuf,0x20afb0,??1strstreambuf@std@@UAE@XZ,mangled,decompile-failed
std::strstreambuf,0x20afeb,?freeze@strstreambuf@std@@QAEX_N@Z,mangled,probed:5
std::strstreambuf,0x20b033,?overflow@strstreambuf@std@@MAEHH@Z,mangled,probed:11
std::strstreambuf,0x20b19c,?pbackfail@strstreambuf@std@@MAEHH@Z,mangled,probed:4
std::strstreambuf,0x20b1e5,?underflow@strstreambuf@std@@MAEHXZ,mangled,probed:4
std::strstreambuf,0x20b230,?seekoff@strstreambuf@std@@MAE?AV?$fpos@H@2@JW4seekdir@ios_base@2@H@Z,mangled,probed:6
std::strstreambuf,0x20b36e,?seekpos@strstreambuf@std@@MAE?AV?$fpos@H@2@V32@H@Z,mangled,probed:6
std::strstreambuf,0x20b43a,?_Init@strstreambuf@std@@IAEXHPAD0H@Z,mangled,probed:12
std::strstreambuf,0x20b4ea,?_Tidy@strstreambuf@std@@IAEXXZ,mangled,probed:4
strip,0x1a9d20,??0strip@@QAE@HHHHHJPAVhero@@PAVarmyGroup@@HEPAVheroWindow@@@Z,mangled,probed:10
strip,0x1a9d80,?Draw@strip@@QAEXW4TCreatureType@@@Z,mangled,probed:7
strip,0x1a9db0,?DrawIcons@strip@@QAEXEW4TCreatureType@@@Z,mangled,probed:6
strip,0x1aa060,?DrawOwner@strip@@IAEXH@Z,mangled,probed:4
strip,0x1aa230,?DrawMonster@strip@@IAEXHH@Z,mangled,probed:2
t_abstract_random_generator,0x14faf0,t_abstract_random_generator::vslot0,vtable-slot,probed:0
t_lod_file_adapter,0x1590f0,t_lod_file_adapter::vslot1,vtable-slot,probed:1
t_lod_file_adapter,0x15a7a0,t_lod_file_adapter::vslot0,vtable-slot,probed:0
textButton,0x56a20,textButton::vslot0,vtable-slot,probed:0
textButton,0x56a50,??0textButton@@QAE@HHHHHPBD00HHEHHH@Z,mangled,probed:32
textButton,0x56bf0,??1textButton@@UAE@XZ,mangled,probed:12
textButton,0x56ca0,?Draw@textButton@@UAEXXZ,mangled,probed:9
textEntryWidget,0x1ba8f0,textEntryWidget::vslot0,vtable-slot,probed:0
textEntryWidget,0x1ba920,textEntryWidget::?,hd-name-map,probed:26
textEntryWidget,0x1baae0,??1textEntryWidget@@UAE@XZ,mangled,probed:7
textEntryWidget,0x1bab50,?SetFocus@textEntryWidget@@QAEXE@Z,mangled,probed:8
textEntryWidget,0x1baba0,?GetCharPressed@textEntryWidget@@QAEDPAVmessage@@@Z,mangled,decompile-failed
textEntryWidget,0x1bac50,textEntryWidget::vslot15,vtable-slot,probed:20
textWidget,0x1bc280,textWidget::?,hd-name-map,probed:24
textWidget,0x1bc3b0,??1textWidget@@UAE@XZ,mangled,probed:8
textWidget,0x1bc6a0,textWidget::?,function-names,probed:0
town,0x305a0,town::HasBuilding,function-names,probed:4
town,0xad0e0,town::~town,hd-name-map,probed:3
town,0x1bde80,town::town,dc-name-map,probed:24
town,0x1bdf60,town::initialize_hordes,dc-name-map,decompile-failed
town,0x1bdfe0,town::HasGarrison,dc-name-map,probed:2
town,0x1be030,town::GiveSpells,dc-name-map,probed:8
town,0x1be210,town::View,dc-name-map,probed:0
town,0x1be2d0,town::Deallocate,dc-name-map,probed:2
town,0x1be390,town::remove_garrison_hero,dc-name-map,probed:6
town,0x1be450,town::SwapHeroes,dc-name-map,probed:6
town,0x1bede0,town::BuildBuilding,dc-name-map,probed:16
town,0x1bf210,town::update_shipyard,dc-name-map,probed:8
town,0x1bf3c0,town::buy_building,dc-name-map,probed:19
town,0x1bf4e0,?CanBuildDock@town@@QAEEXZ,mangled,probed:1
town,0x1bf4f0,?CalcNumLevelArchers@town@@QAEXPAH0@Z,mangled,probed:4
town,0x1bf570,town::get_castle_growth_bonus,dc-name-map,probed:2
town,0x1bf600,town::get_gold_income,dc-name-map,probed:5
town,0x1c0d20,town::can_build,dc-name-map,probed:8
town,0x1c0e60,town::can_ever_build,dc-name-map,probed:7
town,0x1c0f20,town::get_buildable_mask,dc-name-map,probed:7
town,0x1c1080,town::get_build_cost_array,dc-name-map,probed:1
town,0x1c10f0,town::get_build_cost,dc-name-map,probed:1
town,0x1c1180,town::get_build_cost,dc-name-map,probed:1
town,0x1c1230,town::get_horde_effect,dc-name-map,probed:1
town,0x1c1280,town::get_silo_income,dc-name-map,probed:1
town,0x1c12a0,town::is_legal_building,dc-name-map,probed:2
town,0x1c1460,town::get_army,hd-name-map,probed:1
town,0x1c14a0,town::UpgradedDwellingID,dc-name-map,probed:0
type_AI_attack_hex_chooser,0x360c0,??0type_AI_attack_hex_chooser@@QAE@PBVarmy@@0PBJPAVsearchArray@@PBUtype_AI_combat_parameters@@@Z,mangled,probed:11
type_AI_attack_hex_chooser,0x36180,?get_hex_attack_value@type_AI_attack_hex_chooser@@QAEJJPAJ@Z,mangled,probed:2
type_AI_attack_hex_chooser,0x36300,type_AI_attack_hex_chooser::check_adjacent_hexes,dc-name-map,probed:11
type_AI_attack_hex_chooser,0x36840,?find_attack_hex@type_AI_attack_hex_chooser@@QAEEXZ,mangled,probed:11
type_AI_combat_data,0x23ee0,type_AI_combat_data::type_AI_combat_data,function-names,probed:12
type_AI_combat_data,0x24790,?check_wall_archery_penalty@type_AI_combat_data@@QAEXPBVtown@@@Z,mangled,probed:3
type_AI_combat_data,0x24880,?adjust_army@type_AI_combat_data@@QAEXE@Z,mangled,probed:5
type_AI_combat_data,0x24960,?get_fastest_speed@type_AI_combat_data@@QBEJXZ,mangled,probed:2
type_AI_combat_data,0x249d0,?get_next_chain_lightning_target@type_AI_combat_data@@QBEJJABV1@JJ@Z,mangled,probed:1
type_AI_combat_data,0x24bf0,?get_area_value@type_AI_combat_data@@QBEXAAUtype_spell_choice@@ABV1@JJ@Z,mangled,probed:1
type_AI_combat_data,0x24d20,?get_damage_spell_value@type_AI_combat_data@@QBEXAAUtype_spell_choice@@ABV1@@Z,mangled,probed:1
type_AI_combat_data,0x24fb0,?cast_chain_lightning@type_AI_combat_data@@QBEXAAUtype_spell_choice@@AAV1@J@Z,mangled,probed:1
type_AI_combat_data,0x25100,?cast_area_effect@type_AI_combat_data@@QBEXAAUtype_spell_choice@@AAV1@JJ@Z,mangled,probed:1
type_AI_combat_data,0x25260,?cast_damage_spell@type_AI_combat_data@@QBEXAAUtype_spell_choice@@AAV1@@Z,mangled,probed:1
type_AI_combat_data,0x253e0,?get_mass_damage_value@type_AI_combat_data@@QBEJAAUtype_spell_choice@@PBVhero@@@Z,mangled,probed:3
type_AI_combat_data,0x25510,?get_enchantment_value@type_AI_combat_data@@QAEXAAUtype_spell_choice@@AAV1@@Z,mangled,probed:3
type_AI_combat_data,0x258a0,?cast_enchantment@type_AI_combat_data@@QAEXAAUtype_spell_choice@@PBVhero@@E@Z,mangled,probed:3
type_AI_combat_data,0x25b10,?cast_enchantment@type_AI_combat_data@@QAEXAAUtype_spell_choice@@AAV1@@Z,mangled,probed:3
type_AI_combat_data,0x25bd0,type_AI_combat_data::cast_spell,function-names,probed:8
type_AI_combat_data,0x26170,?inflict_melee_damage@type_AI_combat_data@@QAEJJJJ@Z,mangled,probed:2
type_AI_combat_data,0x262b0,?kill@type_AI_combat_data@@QAEXXZ,mangled,probed:3
type_AI_combat_data,0x26300,?inflict_damage@type_AI_combat_data@@QAEXJJ@Z,mangled,probed:3
type_AI_combat_data,0x26390,?get_attack@type_AI_combat_data@@QBEJW4type_speed_catagory@@E@Z,mangled,probed:2
type_AI_combat_data,0x26450,?get_final_melee_value@type_AI_combat_data@@QBEJXZ,mangled,probed:2
type_AI_combat_data,0x264d0,?do_general_melee@type_AI_combat_data@@QAEXAAV1@@Z,mangled,probed:3
type_AI_combat_data,0x267c0,type_AI_combat_data::choose_melee,function-names,probed:13
type_AI_combat_data,0x26bc0,?simulate_combat@type_AI_combat_data@@QAEXAAV1@@Z,mangled,probed:12
type_AI_combat_data,0x26ee0,type_AI_combat_data::do_aftermath,function-names,probed:6
type_AI_combat_data,0x276c0,type_AI_combat_data::type_AI_combat_data,function-names,probed:4
type_AI_combat_data,0x27750,?get_total@type_AI_combat_data@@QBEJXZ,mangled,probed:2
type_AI_combat_parameters,0x359b0,?simulate_attack@type_AI_combat_parameters@@QAEXPBVarmy@@PAJ01EJ@Z,mangled,probed:1
type_AI_combat_parameters,0x35b90,?get_simple_attack_effect@type_AI_combat_parameters@@QAEJPBVarmy@@J0JEJ@Z,mangled,probed:5
type_AI_combat_parameters,0x35c70,?get_simple_attack_effect@type_AI_combat_parameters@@QAEJPBVarmy@@0EJ@Z,mangled,probed:4
type_AI_combat_parameters,0x35cb0,?get_ranged_attack_value@type_AI_combat_parameters@@QAEJPBVarmy@@0@Z,mangled,probed:5
type_AI_combat_parameters,0x35dc0,?get_exchange_effect@type_AI_combat_parameters@@QAEJPBVarmy@@0J@Z,mangled,probed:5
type_AI_combat_parameters,0x35ec0,type_AI_combat_parameters::type_AI_combat_parameters,dc-name-map,probed:11
type_AI_player,0x28710,type_AI_player::get_attack_bonus,function-names,static
type_AI_player,0x28740,type_AI_player::calculate_demand,dc-name-map,probed:3
type_AI_player,0x28dd0,type_AI_player::end_turn,dc-name-map,probed:4
type_AI_player,0x29110,type_AI_player::make_gift,dc-name-map,probed:1
type_AI_player,0x29910,type_AI_player::start_turn,dc-name-map,decompile-failed
type_AI_player,0x29ab0,?reset_magus_hut_value@type_AI_player@@QAEXXZ,mangled,probed:2
type_AI_player,0x2a150,type_AI_player::get_total_value,function-names,probed:1
type_AI_spellcaster,0x369c0,type_AI_spellcaster::type_AI_spellcaster,hd-name-map,probed:23
type_AI_spellcaster,0x36bf0,??_Gtype_AI_spellcaster@@UAEPAXI@Z,mangled,probed:3
type_AI_spellcaster,0x36c30,??1type_AI_spellcaster@@UAE@XZ,mangled,probed:3
type_AI_spellcaster,0x36c60,?should_attack_now@type_AI_spellcaster@@QAEEPBVarmy@@@Z,mangled,probed:3
type_AI_spellcaster,0x36e30,?get_damage_value@type_AI_spellcaster@@QAEJHJPBVhero@@PBVarmy@@@Z,mangled,probed:6
type_AI_spellcaster,0x36f60,?get_damage_spell_value@type_AI_spellcaster@@QAEJPBVarmy@@Utype_enchant_data@@@Z,mangled,probed:7
type_AI_spellcaster,0x36fb0,?get_mass_damage_effect@type_AI_spellcaster@@QAEJJJ@Z,mangled,probed:2
type_AI_spellcaster,0x37040,type_AI_spellcaster::get_area_effect_value,dc-name-map,probed:9
type_AI_spellcaster,0x37190,type_AI_spellcaster::get_chain_lightning_value,dc-name-map,probed:9
type_AI_spellcaster,0x37800,?get_attack_skill_value@type_AI_spellcaster@@QAEJPBVarmy@@0JJ@Z,mangled,probed:1
type_AI_spellcaster,0x387c0,?get_defense_boost_value@type_AI_spellcaster@@QAEJPBVarmy@@0JN@Z,mangled,probed:4
type_AI_spellcaster,0x38910,?get_defense_skill_value@type_AI_spellcaster@@QAEJPBVarmy@@JJ@Z,mangled,probed:0
type_AI_spellcaster,0x39550,?get_speed_value@type_AI_spellcaster@@QAEJPBVarmy@@JJ@Z,mangled,probed:4
type_AI_spellcaster,0x396b0,?get_haste_value@type_AI_spellcaster@@QAEJPBVarmy@@Utype_enchant_data@@@Z,mangled,probed:4
type_AI_spellcaster,0x396e0,type_AI_spellcaster::get_protection_value,dc-name-map,probed:6
type_AI_spellcaster,0x39a80,type_AI_spellcaster::get_cancel_value,dc-name-map,probed:0
type_AI_spellcaster,0x39bc0,?get_dispel_value@type_AI_spellcaster@@QAEJPBVarmy@@Utype_enchant_data@@@Z,mangled,probed:0
type_AI_spellcaster,0x39c30,?get_cure_value@type_AI_spellcaster@@QAEJPBVarmy@@Utype_enchant_data@@@Z,mangled,probed:3
type_AI_spellcaster,0x39d40,?get_antimagic_value@type_AI_spellcaster@@QAEJPBVarmy@@Utype_enchant_data@@@Z,mangled,probed:6
type_AI_spellcaster,0x39de0,?get_backlash_value@type_AI_spellcaster@@QAEJPBVarmy@@Utype_enchant_data@@@Z,mangled,probed:6
type_AI_spellcaster,0x39e80,type_AI_spellcaster::get_counterstroke_value,dc-name-map,probed:4
type_AI_spellcaster,0x3a110,type_AI_spellcaster::get_fire_shield_value,dc-name-map,probed:4
type_AI_spellcaster,0x3a340,?get_traitor_value@type_AI_spellcaster@@QAEJPBVarmy@@0@Z,mangled,probed:4
type_AI_spellcaster,0x3a400,type_AI_spellcaster::get_berserk_value,dc-name-map,probed:1
type_AI_spellcaster,0x3a500,?get_hypnotize_value@type_AI_spellcaster@@QAEJPBVarmy@@Utype_enchant_data@@@Z,mangled,probed:7
type_AI_spellcaster,0x3a670,type_AI_spellcaster::consider_single_enchantment,dc-name-map,probed:4
type_AI_spellcaster,0x3a910,type_AI_spellcaster::consider_enchantment,dc-name-map,probed:2
type_AI_spellcaster,0x3bb20,type_AI_spellcaster::consider_spell,dc-name-map,probed:11
type_AI_spellcaster,0x3bf20,?set_melee_enemies@type_AI_spellcaster@@QAEXXZ,mangled,probed:5
type_AI_spellcaster,0x3c040,type_AI_spellcaster::find_enemy_attacks,dc-name-map,probed:16
type_AI_spellcaster,0x3c800,type_AI_spellcaster::cast_spell,dc-name-map,probed:6
type_angelic_alliance_artifact,0x33130,type_angelic_alliance_artifact::vslot1,vtable-slot,probed:1
type_antiluck_artifact,0x32ba0,type_antiluck_artifact::vslot1,vtable-slot,decompile-failed
type_antimagic_artifact,0x32a50,type_antimagic_artifact::vslot1,vtable-slot,probed:1
type_antimorale_artifact,0x32b20,type_antimorale_artifact::vslot1,vtable-slot,decompile-failed
type_artifact,0xdb350,type_artifact::get_rollover_text,dc-name-map,probed:1
type_artifact,0xdb3e0,type_artifact::result,hd-name-map,probed:1
type_artifact,0xe66f0,type_artifact::`default constructor closure',dc-name-map,probed:0
type_artifact_effect,0x324d0,type_artifact_effect::vslot0,vtable-slot,probed:1
type_artifact_effect,0x32500,type_artifact_effect::~type_artifact_effect,function-names,probed:1
type_artifact_effect,0x217d9a,type_artifact_effect::vslot1,vtable-slot,decompile-failed
type_artifact_quest,0x16f4a0,type_artifact_quest::vslot0,vtable-slot,probed:0
type_artifact_quest,0x16f5a0,type_artifact_quest::vslot1,vtable-slot,probed:2
type_artifact_quest,0x16f5f0,type_artifact_quest::vslot6,vtable-slot,probed:2
type_artifact_quest,0x16f730,type_artifact_quest::vslot7,vtable-slot,probed:3
type_artifact_quest,0x16f800,type_artifact_quest::vslot2,vtable-slot,probed:2
type_artifact_quest,0x16f860,type_artifact_quest::vslot3,vtable-slot,probed:2
type_artifact_quest,0x16f8a0,type_artifact_quest::vslot4,vtable-slot,probed:6
type_artifact_quest,0x16fbc0,type_artifact_quest::vslot5,vtable-slot,probed:2
type_artifact_quest,0x16fcb0,type_artifact_quest::vslot11,vtable-slot,probed:6
type_artifact_quest,0x16fea0,type_artifact_quest::vslot12,vtable-slot,probed:4
type_artifact_quest,0x1700a0,type_artifact_quest::vslot13,vtable-slot,probed:11
type_artifact_quest,0x1701d0,type_artifact_quest::vslot14,vtable-slot,probed:5
type_be_hero_quest,0x171f00,type_be_hero_quest::vslot2,vtable-slot,probed:1
type_be_hero_quest,0x171f20,type_be_hero_quest::vslot4,vtable-slot,decompile-failed
type_be_hero_quest,0x171fc0,type_be_hero_quest::vslot5,vtable-slot,decompile-failed
type_be_hero_quest,0x172060,type_be_hero_quest::vslot6,vtable-slot,probed:1
type_be_hero_quest,0x172160,type_be_hero_quest::vslot7,vtable-slot,probed:4
type_be_hero_quest,0x172200,type_be_hero_quest::vslot11,vtable-slot,probed:4
type_be_hero_quest,0x172230,type_be_hero_quest::vslot12,vtable-slot,probed:2
type_be_hero_quest,0x172270,type_be_hero_quest::vslot14,vtable-slot,probed:9
type_belong_to_player_quest,0x1724f0,type_belong_to_player_quest::vslot2,vtable-slot,probed:1
type_belong_to_player_quest,0x172510,type_belong_to_player_quest::vslot4,vtable-slot,decompile-failed
type_belong_to_player_quest,0x1725b0,type_belong_to_player_quest::vslot5,vtable-slot,decompile-failed
type_belong_to_player_quest,0x172650,type_belong_to_player_quest::vslot6,vtable-slot,decompile-failed
type_belong_to_player_quest,0x172670,type_belong_to_player_quest::vslot7,vtable-slot,probed:4
type_belong_to_player_quest,0x172820,type_belong_to_player_quest::vslot11,vtable-slot,probed:4
type_belong_to_player_quest,0x172860,type_belong_to_player_quest::vslot13,vtable-slot,probed:9
type_belong_to_player_quest,0x172940,type_belong_to_player_quest::vslot14,vtable-slot,probed:5
type_bottom_view_window,0x50d20,type_bottom_view_window::vslot0,vtable-slot,probed:0
type_bottom_view_window,0x521f0,type_bottom_view_window::type_bottom_view_window,dc-name-map,probed:9
type_combat_artifact,0x32560,type_combat_artifact::vslot1,vtable-slot,probed:1
type_creature_growth_artifact,0x32d70,type_creature_growth_artifact::vslot1,vtable-slot,probed:2
type_creature_quest,0x170370,type_creature_quest::vslot0,vtable-slot,probed:0
type_creature_quest,0x170480,type_creature_quest::vslot1,vtable-slot,probed:3
type_creature_quest,0x1704e0,type_creature_quest::vslot6,vtable-slot,probed:3
type_creature_quest,0x170690,type_creature_quest::vslot7,vtable-slot,probed:3
type_creature_quest,0x170760,type_creature_quest::vslot2,vtable-slot,probed:3
type_creature_quest,0x1707c0,type_creature_quest::vslot3,vtable-slot,probed:3
type_creature_quest,0x170880,type_creature_quest::vslot4,vtable-slot,probed:7
type_creature_quest,0x170b80,type_creature_quest::vslot5,vtable-slot,probed:6
type_creature_quest,0x170e60,type_creature_quest::vslot11,vtable-slot,probed:7
type_creature_quest,0x171070,type_creature_quest::vslot12,vtable-slot,probed:5
